index,smiles,affinity_6LUQ_H-gail,affinity_7E2Y_H-gail
506,CC(C)C1COc2c(OCCN3CCCCCCC3)cccc2N1c1cccc(N2CCN(c3ccccn3)CC2)c1,-12.37,-13.15
507,O=C1Cc2ccccc2N1CCCCN1CCN(c2ccccc2)CC1,-9.98,-9.14
508,COc1ccccc1N1CCN(CCCCNC(=O)c2nc(-c3ccc(Cl)cc3C)n3ccccc23)CC1,-9.364,-10.21
509,O=C(NC1CCS(=O)(=O)C(CCCCCN2CCN(c3cccc(C(F)(F)F)n3)CC2)C1)C1COCC2(CC=CCC2=O)O1,-9.75,-11.04
510,COc1ccccc1N1CCN(CCN2C(C)CC3C4CCC(C32)C(C)C(C)(C)C4)CC1,-13.58,-14.01
511,COc1ccccc1N1CCN(CCCCNC(=O)c2nc3ccccc3n2Cc2ccc(C(F)(F)F)cc2)CC1,-9.021,-9.534
512,Cc1nc(C(=O)NC2CC3CCCC(C2)N3CCCCCN2CCN(c3ccc4ccccc4n3)CC2)cs1,-10.49,-10.04
513,O=C(NCCOc1ccccc1)NC1CCN(Cc2ccc(CN3CCCC3)cc2)C1,-8.396,-9.163
514,COc1cccc(N2CCN(CCOc3ccc4[nH]cc(CC5(C)CCN(C)C5)c4c3)CC2)c1,-9.618,-10.07
515,O=C(C=Cc1ccc(F)cc1)NCCCN1CCN(c2ccccc2-c2cccc(F)c2)CC1,-10.54,-9.891
516,O=C1c2ccccc2S(=O)(=O)N1CCN1CCN(c2cccc(CCCN3CCCCC3)c2)CC1,-10.64,-10.59
517,COc1cccc2[nH]cc(CN3CC4CCN(C(=O)c5cccc(F)c5)CC4C3)c12,-9.065,-10.31
518,CCCN(CCC)C1COc2cccc(OC)c2C1,-6.6,-6.98
519,O=C1C2CCCCN2C(=O)N1CN1CCN(c2cccc(Cl)c2)CC1,-10.19,-8.055
520,CCCN(CC)Cc1ccc(OCCCN(CCC)C2CCc3cc(O)ccc3C2)cc1,-9.127,-7.674
521,CCCOC(=O)N1CCC(c2cccc(OC)c2)C1,-7.505,-7.273
522,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(F)cc3)nn2)CC1,-10.36,-9.269
523,O=C1NCCN1CCN1CCN(c2cccc(Cl)c2)CC1,-8.11,-7.613
524,N#Cc1cccc(COc2ccc(CC(N)=O)cc2C2CCCCCC2)n1,-11.3,-11.94
525,CCCCN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,-10.13,-8.068
526,COc1ccccc1N1CCN(CCCNS(=O)(=O)c2cc3ccccc3oc2=O)CC1,-9.856,-9.356
527,CC1(C)CCC(CCN2CCC3(CC2)COc2ccccc23)(c2ccccc2)CC1,-9.961,-8.887
528,CCN1CCN(C2CSc3cc(Cl)ccc3Oc3ccc(Cl)cc32)CC1,-12.66,-12.03
529,COc1ccccc1N1CCN(CCOc2ccc(C3CCNC(=O)CC3)cc2)CC1,-12.69,-12.94
530,O=C(c1ccc(F)cc1)C1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,-10.79,-10.29
531,CCN1CCCN(C(=O)C2CCC(OC(=O)c3ccccc3)CC2)C1,-10.22,-9.072
532,CCN1CCc2cccc3c2C1CCN3C,-6.412,-7.168
533,Oc1c2c(c(O)n1CCCCCN1CCN(c3cccc(Cl)c3Cl)CC1)C1CCC2C1,-9.242,-9.346
534,O=C1NC(NC2CCCC2)=NC12CCN(CCc1c[nH]c3ccccc13)CC2,-9.385,-10.96
535,CC(=O)c1ccc2[nH]cc(C3CCN(CCF)CC3)c2c1,-8.129,-8.628
536,O=C1c2ccccc2CN1CCCCN1C(=O)c2cccc(S(=O)(=O)N(Cc3ccccc3)C3CCN(CCCO)CC3)c2C1=O,-10.28,-9.695
537,COc1cc2c(cc1O)C(NCc1cccc(C(F)(F)F)c1)CC2Cc1ccc(OC)c(OC)c1,-9.28,-10.58
538,O=C1c2ccccc2C(=O)N1CCN1CCN(c2cccc3occc23)CC1,-10.68,-10.7
539,Oc1nc2ccc(OCCNCc3cccc(F)c3)cc2[nH]1,-8.682,-7.979
540,Oc1ccc(O)c2c1nc(O)n2C1CCN(C2CCC(c3ccccc3)c3ccccc32)CC1,-11.23,-11.59
541,CC1(C)OC(=O)Nc2cc(C3CC3)c(O)cc21,-8.044,-7.49
542,COc1ccccc1N1CCN(CCCCN2CC(=O)C3CCCCC3C2=O)CC1,-8.799,-9.104
543,N#Cc1cccc(-n2cc(-c3ccccc3)c3sccc3c2=O)c1,-8.564,-9.793
544,c1ccc(CCNCCOc2cccc3[nH]cnc23)cc1,-8.112,-7.328
545,Cc1cc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)c2ccccc2n1,-10.1,-10.11
546,Nc1ccc(S(=O)(=O)NCCCN2CCN(c3nccc4sccc34)CC2)cn1,-8.866,-9.018
547,CCNc1cc(NC2CCC(N)CC2)cc(C(=O)c2cn(C)c3ccc(Cl)cc23)c1F,-8.685,-9.031
548,COc1cccc2c1CCCC2CCNCCCN1CCN(c2ccccc2C)CC1,-9.072,-9.043
549,CCOc1ccccc1N1CCN(CCCCc2cccc(-n3ccnc3)c2)CC1,-9.299,-8.626
550,CCCCn1cc(C)c(C(=O)NC2CCC3(c4ccccc4)CCC(C2)C3)c1C,-13.95,-14.08
551,CC(=O)N1CCc2ccc(CCCN3CCN(c4nsc5ccccc45)CC3)cc21,-10.05,-9.669
552,CCC(C)NCCC(=O)c1cc(O)c2cccc(O)c2c1O,-8.234,-7.475
553,COc1cccc2c1C1CCN(CC3CN(C(=O)c4ccc(C)cc4)CCS3(=O)=O)CC1C2,-10.65,-11.01
554,Oc1cccc2c1CNCCC2,-12.15,-11.3
555,COc1ccccc1N1CCN(CCCCN2CCc3cc(O)ccc3C2=O)CC1,-9.808,-9.641
556,Oc1[nH]c2ccccc2c1CCCN1CCC(n2c(O)nc3ccc(F)cc32)CC1,-10.46,-10.03
557,FC(F)(F)COc1ccccc1N1CCN(CCCCc2c[nH]c3ccc(Cl)cc23)CC1,-9.902,-9.448
558,CCn1c2ccccc2c2ccnc(N3CCN(C4CCCN(C(=O)c5ccccn5)CC4)CC3)c21,-13.42,-13.62
559,CN(C)CCOc1ccc2c(c1)CCC(NCCC1Cc3ccccc3O1)C2,-9.608,-9.455
560,Oc1ccc2c(c1)OC(CNCCc1cccc3ccccc13)CC2,-10.4,-9.905
561,CCCCCNc1cccc(F)c1C(=O)Nc1ccc(C)cc1,-8.29,-8.202
562,Cc1c(O)cn(C)c(=O)c1-c1ccccc1Cl,-7.025,-7.953
563,c1ccc2c(C3=NCCN3)c[nH]c2c1,-7.8,-6.625
564,Oc1cc2c(-c3ccccc3)ccnc2cc1NCCCN1CCN(c2c(F)cccc2Cl)CC1,-9.559,-10.05
565,Oc1nc2c(OCCCN3CCN(Cc4ccc5ncccc5c4)CC3)cccc2[nH]1,-9.884,-10.48
566,CCN1CCN(c2ccc(CCCC3CCCCN3)c3cccc(C(N)=O)c23)CC1,-7.887,-9.319
567,C[N+]1(C)C(=O)C(N2CC3CCc4ccccc4C3C2)CC2CCC1C2,-13.16,-14.14
568,COc1ccc(O)cc1OCC1CC1c1ccc(OC)c(OC)n1,-8.119,-7.858
569,CC1CN(CCN=C2N=C(c3ccccc3)c3ccccc3Oc3ccc(Cl)cc32)CC(C)N1,-9.357,-9.581
570,CCCCc1ccc(CN2c3c(Cl)cccc3CCNC2CC)cc1,-12.46,-11.98
571,NC(=O)c1ccc(C(=O)Nc2cccc3[nH]c(=O)c(N)cc23)cc1,-8.51,-8.826
572,COc1ccccc1N1CCN(CCCNc2ccc3nc(-c4ccccc4)cc(NC4CCN(C)CC4)c3c2)CC1,-11.07,-9.73
573,OCCOc1cccc(CCCN2CCN(c3cccc4cscc34)CC2)c1,-8.926,-8.412
574,O=C(Cc1cccnc1)N1CCc2c(OCCF)ccc(Cl)c2C1,-8.514,-8.42
575,COc1cccc2c1CCC2CNCCc1ccccc1,-9.358,-7.844
576,O=C1c2ccccc2S(=O)(=O)C(CCCN2CCN(c3ccccc3)CC2)S1(=O)=O,-10.15,-9.388
577,CC1CN(CCO)CCC12CCN(c1cnc3ccccc3n1)CC2,-9.844,-8.366
578,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1c[nH]c2ccc(Cl)cc12,-9.677,-9.538
579,Fc1ccc(N2CCCNCC2)cc1Oc1conc1Cl,-11.84,-12.12
580,CCCN(CCCCNS(=O)(=O)c1ccccc1)C1CCc2c(O)cccc2C1,-9.368,-8.594
581,O=C(NCC(F)(F)F)c1ccc(OC2CCC(Cc3nc4sccc4c(=O)[nH]3)CC2)cc1,-10.54,-10.13
582,COc1cc(NCCN2CCN(c3ccccc3OC)CC2)c(OC)c(-n2ccnc2)n1,-7.964,-7.745
583,CCC(=O)NC1CCc2c(OCCCN3CCC(c4cccc5c4OCc4ccc(C6CC6)cc4-5)CC3)cccc21,-11.27,-11.28
584,O=C(c1ccccc1)N1CCN(CCOCc2ccccc2)CC1,-9.123,-8.371
585,CC1(C)SC(C)(C)N(CCCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1=O,-8.579,-8.57
586,CCCN(CCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)C1CCc2ccc(O)cc2C1,-9.546,-8.999
587,Nc1ccccc1N1CCN(CCCCNC(=O)c2ccnc3ccccc23)CC1,-9.342,-9.2
588,Cc1cc(C(=O)N2CCCCC2)c(C)c([N+](=O)[O-])c1Br,-6.866,-8.935
589,O=C(NC1CCC(CCN2CCN(c3ccccc3)CC2)CC1)c1ccc(Cl)cc1,-10.4,-9.603
590,Cc1ccc2c(N(CCO)CCCCN3C(=O)CC4(CCCC4)CC3=O)cc3ccoc3c2c1,-8.659,-9.379
591,CCN1CCN(c2ccc3ncn(CCCN4CCN(c5ccccc5OC)CC4)c(=O)c3c2)CC1,-10.18,-9.994
592,O=S(=O)(NC1CCC(NC2CCC(c3c[nH]c4ccccc34)CC2)CC1)c1cccc2sccc12,-11.55,-11.01
593,OC(CCN1CCN(c2ccc(Cl)c(Cl)c2)CC1)c1ccc(F)cc1,-9.501,-9.29
594,CN1CCc2cc(I)c(O)cc2C2c3cc(O)cc(F)c3CCC21,-13.09,-14.74
595,O=C1CCc2cc(CCCCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,-11.06,-11.26
596,CCCN(CC(O)CO)C1CCc2cccc(C)c2C1,-7.024,-7.517
597,Nc1cc(=O)n(CCCN2CCN(c3cccc4sccc34)CC2)[nH]1,-8.633,-8.674
598,COc1ccccc1N1CCN(CCCSc2nc3cc(C(N)=O)ccc3[nH]2)CC1,-9.152,-8.884
599,COC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3)CC2)CC1,-9.132,-8.815
600,CC(=O)c1c(C(=O)NC2CC3CCCCC3C2)nc(-c2cccc(Cl)c2)n1CCC1CC1,-9.183,-9.36
601,COc1ccc(Cl)cc1S(=O)(=O)NC1C2CCC3CC1C2C=CC(C)(C)O3,-16.08,-16.78
602,COc1ccccc1N1CCN(CCn2c(O)nc3cc(Cl)ccc32)CC1,-9.232,-9.872
603,CCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,-12.89,-12.29
604,CCCCN(CCCC)C1Cc2ccc([N+](=O)[O-])cc2C1,-7.866,-7.408
605,C1=C(c2c[nH]c3ccccc23)CCNC1,-8.664,-7.118
606,COc1ccccc1N1CCN(CCCCC(=O)c2ccc(Br)cc2)CC1,-8.318,-8.611
607,CCN1CCN(C2=Nc3ccccc3Oc3ccc(C=CC(=O)NC(=O)OC)cc32)CC1,-8.211,-8.975
608,OC(CNCCN1C2CCC1CC(c1cccc(Br)c1)C2)Cc1cccc(Cl)c1,-10.1,-9.528
609,COc1cc(OC)cc(C(=O)NCC2CCCN2C2CCCc3cccnc32)c1,-8.537,-8.115
610,COc1ccccc1N1CCN(CCCCC(=O)c2cccc3cccnc23)CC1,-9.296,-8.989
611,CCOc1ccccc1N1CCN(Cc2ccc(CN3CCCCC3=O)n2C)CC1,-8.568,-8.626
612,O=S(=O)(NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc2ccccc2c1,-12.14,-12.42
613,CCOc1cnc(N2CCN(C3CO3)CC2)c(C)c1,-6.862,-7.534
614,NC(=O)N(O)CCCc1c[nH]c2ccc(OCCCN3CCN(c4ccccc4)CC3)cc12,-9.327,-9.2
615,O=S(=O)(CCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(F)c1,-9.75,-9.476
616,NCCC(=O)NC1CC(CNCCc2ccc(Cl)cc2Cl)C1,-8.291,-7.293
617,CCCN(CC(C)C)C1COc2cccc(C)c2C1,-7.384,-7.558
618,CCN(CC)C1CCc2c(sc3ccccc23)C1,-8.118,-7.459
619,Cc1ccc(-n2nc(C3CCN(Cc4ccccc4)CC3)cc2N=C(O)c2cnn3cccnc23)cc1,-9.181,-9.275
620,Cc1c(C(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)cc(C(F)(F)F)n1-c1ccccc1,-10.25,-10.62
621,O=C1N(CCN2CCCCC2)CCN1c1ccccc1,-8.478,-8.127
622,CC(=O)NCC(O)CN1CCN(c2nccc3sccc23)CC1,-8.042,-8.078
623,CCCNc1cccc2c1CC(=O)N(C)C2c1ccc(F)cc1,-8.177,-8.737
624,COc1ccccc1OCCNCCCN1C(=O)C2CCCN2C(=O)C1Cc1ccccc1,-8.022,-8.347
625,c1ccc(OCCN2CC3CC2CN3CC2CC2c2ccccc2)cc1,-9.689,-9.206
626,COc1ccccc1N1CCN(CCCNC(=O)c2cn(-c3ccc(C)cc3)c3ccccc23)CC1,-9.358,-10.51
627,N#CC(=C(N)c1ccc(O)cc1)C1CCC(=O)N(C2CCCCC2)C1,-7.963,-7.748
628,CNCCCCN1CCN(C2(c3ccc(F)cc3)CCCC2)C1=O,-7.301,-7.396
629,Oc1nc2cccc(N3CC4CCC(C4)C3)c2o1,-7.163,-8.023
630,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(Cl)cc2)CC1,-9.069,-8.864
631,OC1CCc2cc(-c3ccccc3)[nH]c2C1,-8.893,-7.796
633,CN(CCCCCN1CCN(c2ccccc2)CC1)C(=O)C12CC3CC(CC(C)(C3)C1)C2,-8.888,-8.715
634,c1ccc(N2CCN(CCCN3c4cnccc4COc4ccccc43)CC2)cc1,-9.409,-8.691
635,CC(=CCN1CCN(c2ccccc2OC(C)C)CC1)CCOc1cc(C)c(O)c(C)c1,-9.024,-9.11
636,O=C1COc2ccccc2N1CCCN1CCN(c2cccc(Cl)c2)CC1,-9.931,-9.595
637,Cc1ccc(S(=O)(=O)NCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cn1,-9.615,-9.261
638,CC1Cc2ccccc2N1C(=O)Cc1ccc(Cl)cc1,-9.789,-8.661
639,C=CCN(CC=C)C1COc2c(OCc3ccccc3)cccc21,-8.051,-7.936
640,O=C1CCC2(CCCC2)N1CCN1CCN(c2cccc3c2OCCO3)CC1,-8.603,-9.295
641,Cc1cc(-c2ccccc2OCCCCCN2CCN(c3ccccc3OCCF)CC2)no1,-7.985,-7.574
642,C=CCN(CC=C)C1CCc2cccc(OC)c2C1,-7.093,-6.973
643,CCCN(CCCCCCC1Cc2ccc(O)cc2S1(=O)=O)C1COc2c(O)ccc(OC)c2C1,-9.532,-9.427
644,NC1=NC(CF)Cc2c(OCCc3ccccc3)cccc21,-8.962,-8.652
645,C=CCNC1=NCC(c2ccccc2)O1,-7.702,-6.435
646,COc1ccccc1N1CCN(CCN(C(=O)C2c3ccccc3-c3ccccc32)c2ccc(Cl)cc2)CC1,-9.075,-10.09
647,FC(F)(F)Oc1ccc(OCC2CC2c2ccccc2Cl)cc1,-9.284,-9.169
648,CC(C)(CO)Nc1cc(-n2ccc3cccnc32)ncc1C(F)(F)F,-7.438,-8.291
649,CN1CCCC1CNC(=O)c1c(O)ccc2c1CCCC2c1ccccc1,-8.48,-9.359
650,Cc1ccccc1CCCN1CCN(c2ncccn2)CC1,-9.092,-8.502
651,O=C1N(CCN2Cc3cccc(Cl)c3CC2C=Cc2ccccc2)CCC12CCN(Cc1ccccc1)CC2,-11.08,-10.36
652,O=C(NC1CC2CCCC(C1)N2Cc1ccccc1)C1CCCN1C(=O)c1ccccc1,-9.668,-9.495
653,Cc1ccccc1OCCCNC1CN(c2nc3ccccc3o2)CCO1,-9.518,-8.751
654,CNCC(O)COc1cccc2ncc(C(N)=O)c(NCc3ccccc3)c12,-7.173,-8.766
655,Oc1ccc2[nH]cnc2c1CCN1CCN(c2cccc(Cl)c2)CC1,-9.209,-9.303
656,N#Cc1cc(-c2ccco2)c2ccccc2c1,-7.011,-7.658
657,CNC(=O)c1cccc(Cl)c1Nc1ccc(F)c(C)c1,-7.946,-8.377
658,c1cc(N2CCN(CCc3ccc4[nH]cc(-c5ccc(CN6CCNCC6)cc5)c4c3)CC2)ccn1,-10.58,-10.47
659,COc1ccccc1N1CCN(CCNS(=O)(=O)c2cccs2)CC1,-8.45,-8.066
660,O=C1CCN(CCCCCN2CCC(c3noc4cc(F)ccc34)CC2)C(=O)N1,-9.808,-9.579
661,CNC(=O)C1CCCN(C(=O)C(CCCN=C(N)N)c2ccc(OC)cc2)C1,-8.298,-8.558
662,Cc1cccc(-c2ccccc2OCC(=O)N2CCCC(c3cccc(Cl)c3)C2)c1,-10.66,-10.42
663,Cc1cccc(C)c1N1CCN(CCCOc2ccc3c(c2)C(O)C3)CC1,-9.219,-9.451
664,COc1ccccc1N1CCN(CCCc2ccc(Br)cc2)CC1,-8.542,-8.767
665,CCCN1CCN(CC(O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCNC(C)C)N=O)Cc2ccccc21,-9.733,-11.03
666,CCN1CCN(c2ccccc2)CC1,-7.291,-6.142
667,Fc1ccc(CCN2CCN(c3ccccc3)CC2)cc1C1=CCC2CN(CCc3cc[nH]n3)CCN12,-10.91,-10.64
668,CCN1CCC(c2ccccc2OC)CC1,-7.233,-7.02
669,O=C1Cc2ccccc2N1CCCCN1CCN(c2cccc3c2COCCO3)CC1,-13.52,-13.49
670,COc1ccccc1N1CCN(CCCCN(C(=O)c2ccc3c(c2)OCCO3)S(=O)(=O)c2ccccc2)CC1,-9.654,-9.206
671,c1ccc(CCCOCCN2C3CCC2c2c([nH]c4cc(CN5CCCCC5)ccc24)C3)cc1,-8.737,-9.692
672,Cc1cc(C)c(CN2CCc3cc4c(cc3C2)OCO4)nn1,-9.351,-9.532
673,COc1ccccc1N1CCN(CCCCn2c3ccccc3c3c4c(O)cccc4n(C)c32)CC1,-8.992,-10.51
674,O=C1c2ccccc2C(=O)N1CCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,-10.76,-10.65
675,N#CCCNC(=O)CCc1ccccc1,-7.061,-6.352
676,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccc3[nH]cc(C)c3c2)CC1,-10.31,-9.507
677,CCN(C)C1Cc2ccc(O)cc2C1Cc1ccc(O)c2[nH]c(CCc3ccccc3F)cc12,-10.66,-10.28
678,CCCN(CCCCN1C(=O)CC2(C)CCC(C(N)=O)CC2C1=O)C1CCc2ccccc2C1,-10.23,-9.559
679,COc1ccccc1N1CCN(C2CCN(CCC(=O)c3ccc4ccc(O)cc4n3)CC2)CC1,-10.03,-10.01
680,Cc1ccc2[nH]cc(C3=CC(N(C)C)CC(O)CC3)c2c1,-12.02,-12.59
681,COc1ccccc1N1CCN(CCNS(=O)(=O)c2cccc3ccccc23)CC1,-9.517,-9.717
682,CCCN1CCN(c2ccc(NC(=O)c3cc(Cl)ccc3Cl)c3nc(C)nn23)CC1,-9.323,-8.641
683,NC(=O)c1cccc2c1CC(N(CCCc1c[nH]c3ccc(F)cc13)C1CC1)CO2,-9.174,-8.852
684,COc1ccccc1N1CCN(CCCNC(=O)C=Cc2ccc(C(=O)Nc3ccccc3)cc2)CC1,-10.32,-10.15
685,COC(=O)c1ccccc1OCCN1CCC(n2cc(C)c3cncn32)CC1,-8.77,-8.624
686,COc1nc(NC2CCN(Cc3ccccc3)C2)ncc1F,-8.302,-8.362
687,FCCCc1cccc(OCCNCC2CC3(CCN(Cc4c[nH]c5ccccc45)CC3)OC=N2)n1,-8.912,-9.812
688,CC(=N)N1CCC(c2cccc3ccc(N4CCN(c5cccc(C(F)(F)F)c5)CC4)nc23)CC1,-10.95,-11.19
689,COc1ccccc1N1CCN(CCCNC2CCc3cccc(OC)c3C2)CC1,-9.121,-8.471
690,COCCN1CCc2cc(F)cc3c2C1Cc1ccc(O)c(O)c1-3,-7.474,-8.192
691,OC1(c2cccc(Cl)c2)CCN(Cc2c[nH]c3ncccc23)CC1,-9.667,-9.633
692,CON=C(CCN1CCN(c2ccc3nc(C)sc3c2)CC1)c1ccccc1,-8.053,-8.912
693,Oc1cc2c(cc1O)C(c1ccccc1)CCO2,-7.074,-8.373
694,CS(=O)(=O)c1ccccc1N1CCN(C(=O)CNC2CCc3ccccc3C2)CC1,-9.606,-9.684
695,CCOc1ccccc1N1CCN(CCCCCC(=O)c2ccc(F)cc2)CC1,-9.357,-8.487
696,CCCN(CCc1ccc(OCCN2C(=O)CCC2=O)cc1)C1COc2cccc(OC)c2C1,-8.528,-8.975
697,NNCCCc1c[nH]c2ccc(F)cc12,-7.682,-6.771
698,CCCOC(Cc1ccccc1)C(=O)NCC,-6.972,-6.524
699,Nc1cccc(C2CCC(F)(F)CC2)c1,-8.3,-7.276
700,COc1ccccc1N1CCN(CCCC(=O)c2nc3ccccc3s2)CC1,-9.173,-9.611
701,O=C1NCCc2ccc(OCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,-9.643,-9.836
702,CC(=O)Nc1cccc(N2CCC(c3ccc(O)cc3)CC2)c1,-9.44,-9.393
703,COc1ccc2scc(C3CCCN(CCCc4c[nH]c5ccccc45)C3)c2c1,-9.929,-9.016
704,Cc1ccc2c(OCCNCC(O)c3cccc(Cl)c3)cccc2n1,-9.489,-8.487
705,Oc1cc2c(OCCNCc3ccccc3)ccc(Cl)c2n1OCc1ccc(F)cc1,-8.977,-9.858
706,COc1ccccc1N1CCN(Cc2cc3c(O)cccc3s2)CC1,-9.155,-9.414
707,COc1ccccc1N1CCCN(CCCCN2C(=O)C3CCCN3C2=O)CC1,-11.94,-11.83
708,COc1cc(F)cc(F)c1N1CCN(CC(=O)Nc2ccc(F)cc2)CC1,-10.05,-8.929
709,Cc1ccc(C(=O)NCCCN2CCN(c3ccccn3)CC2)cc1,-9.639,-8.961
710,CCN1CCc2nc(N=C(O)c3cccc(C(C)(C)N=C(N)O)c3)sc2C1,-7.3,-8.619
711,Oc1ccc2c(c1)OC(C1CCCC1)C(c1ccccc1)O2,-7.474,-8.102
712,O=C1CC(c2ccccc2)CCN1CCCN1CC=C(c2cccc3c2OCCO3)CC1,-10.65,-10.8
713,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(F)cc34)CC2)cc1,-9.624,-9.582
714,O=C1C2Cc3c(O)cccc3N2C(=NC2CC2)CN1Cc1ccccc1,-7.978,-9.475
715,Oc1c2c(c(O)n1CCN1CCN(c3cccc(Cl)c3)CC1)C1CC=C2C1,-9.654,-9.268
716,COc1cccc(F)c1N1CCN(CCN(C(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2)c2ccccc2)CC1,-10.38,-10.87
717,Cc1ccc2c(c1)sc1c(C(=O)NCCCN3CCN(c4ccc(F)c(N)c4)CC3)cn(-c3ccc(Cl)cc3)c12,-10.47,-10.53
718,CN1CCN(C2CC(c3ccc(NC4CCCCC4)cc3)c3ccc(F)cc32)CC1(C)C,-10.68,-9.86
719,CC1CNCCN(C2Cc3ccccc3Cn3cccc32)C1,-15.41,-16.32
720,CC(C)Oc1ccc2[nH]cc(CCN)c2c1,-7.59,-6.694
721,COc1cc2c(cc1O)CC(CCN1CCN(c3ccccc3F)CC1)C2,-9.287,-9.082
722,CCN1CCCC1CNC(=O)c1c(C)c(C(F)(F)F)cc(C(F)(F)F)c1OC,-8.215,-8.267
723,O=C(CCCCCN1CCN(c2ccccn2)CC1)c1cccc2ccccc12,-10.34,-9.38
724,CCCN(CCCCCN)C1CCc2cccc(O)c2C1,-7.668,-7.758
725,CCCc1cccc(Cl)c1OCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,-9.268,-9.103
726,CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1,-7.291,-9.104
727,COc1ccccc1N1CCN(CCS(=O)(=O)CC2CC2)CC1,-7.845,-7.887
728,COc1cc2occc2cc1C1CCN(CCCn2c(=O)c3c4c(sc3n2C)CN(C)CC4)CC1,-10.57,-9.464
729,Cn1cccc1CN1CCC(c2cn(-c3ccc(C(F)(F)F)cc3)c3ccc(-c4ncnn4C)cc23)CC1,-10,-9.109
730,O=C1NCCN1CCNN1CCN(c2ccccc2OCC(F)(F)F)CC1,-8.975,-8.231
731,Fc1ccc(C2CCN(Cc3ccc4ccccc4n3)CC2)cc1,-11.15,-10.25
732,CCCCOC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,-9.614,-9.164
733,O=C1c2ccccc2S(=O)(=O)N1C1CCN(Cc2cc3ccccc3o2)CC1,-11.75,-9.375
734,Oc1nc2ccccc2n1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,-10.02,-9.455
735,COc1ccc2c(N3CCN(C(=O)C(O)COc4ccccc4C(F)(F)F)CC3)cccc2c1,-10.65,-9.687
736,c1ccc(C(c2ccccc2)C2COCCc3ccccc32)cc1,-12.07,-13.85
737,O=c1c2ccccc2ncn1CCCCCN1CCN(c2ccccn2)CC1,-9.761,-9.592
738,CN1CCN(C2Cc3nn(C)cc3C(c3ccc(-c4ccc(F)cc4)cc3F)CCCC(=O)N2)CC1,-14.01,-13.58
739,O=C(CCCN1CC=C(c2cn(-c3ccccc3)nn2)CC1)c1ccc(F)cc1,-10.33,-9.172
740,CN1CCN(c2ccc3cccc(C#N)c3n2)CC1,-7.166,-7.623
741,COc1ccccc1N1CCN(C(=O)C2CC3CCC2C3)CC1,-9.683,-7.859
742,COc1ccccc1N1CCN(Cc2cn(-c3ccc(F)c(F)c3)c3ccc(Cl)cc23)CC1,-9.233,-9.816
743,CC(=O)c1ccc(CN2CC3CCN(c4ccc(C(F)(F)F)cn4)CC3C2)cc1,-10.47,-10.07
744,COc1ccccc1N1CCN(CCCCn2c(O)c3c(c2O)COCC3)CC1,-8.804,-8.366
745,CCCN(CCCCNC(=O)c1ccccc1)C1CCc2ccc(O)cc2C1,-9.79,-9.179
746,Fc1ccc2c(C3CCN(CCCOc4cccc(F)c4Cl)CC3)noc2c1,-10.34,-9.428
747,CC(C)CN1CCC(c2nc3ccccc3n2Cc2ccccc2)CC1,-8.335,-8.632
748,COc1ccc(N2CCC(CC3CC3)CC2)cc1N(C)CCN1CCN(c2cccc(Cl)c2)CC1,-9.203,-9.965
749,O=S(=O)(NCC1CC1)c1ccc2c(c1)C1CCN(CC3COc4ccccc4O3)CC1C2,-9.746,-9.748
750,Cc1ccccc1N1CCN(Cc2cn3cc(-c4ccccc4)nc3s2)CC1,-10.21,-9.352
751,Cc1ccc2sc(C(=O)N3CCN(Cc4ccccc4)CC3)cc2c1,-9.82,-8.756
752,CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4cscn4)cc3)cc2CC1,-13.44,-13.1
753,COc1ccccc1N1CCN(CCCCNc2nc3ccccc3n2C)CC1,-9.247,-8.542
754,COc1cc(F)cc(C(=O)NCCCCCN2CCN(c3ccccc3)CC2)c1,-8.654,-8.82
